========== OUTPUT ==========
Cloudlet ID	Data center ID	VM ID	Time	Start Time	Finish Time
1024				2		1		0.11		0.1		0.21
1023				2		2		0.11		0.1		0.21
1022				2		3		0.11		0.1		0.21
1021				2		4		0.11		0.1		0.21
1020				2		1		0.11		0.21		0.32
1019				2		2		0.11		0.21		0.32
1018				2		3		0.11		0.21		0.32
1017				2		4		0.11		0.21		0.32
1016				2		1		0.11		0.32		0.43
1015				2		2		0.11		0.32		0.43
1014				2		3		0.11		0.32		0.43
1013				2		4		0.11		0.32		0.43
1012				2		1		0.11		0.43		0.54
1011				2		2		0.11		0.43		0.54
1010				2		3		0.11		0.43		0.54
1009				2		4		0.11		0.43		0.54
1008				2		1		0.11		0.54		0.65
1007				2		2		0.11		0.54		0.65
1006				2		3		0.11		0.54		0.65
1005				2		4		0.11		0.54		0.65
1004				2		1		0.11		0.65		0.76
1003				2		2		0.11		0.65		0.76
1002				2		3		0.11		0.65		0.76
1001				2		4		0.11		0.65		0.76
1000				2		1		0.11		0.76		0.87
999				2		2		0.11		0.76		0.87
998				2		3		0.11		0.76		0.87
997				2		4		0.11		0.76		0.87
996				2		1		0.11		0.87		0.98
995				2		2		0.11		0.87		0.98
994				2		3		0.11		0.87		0.98
993				2		4		0.11		0.87		0.98
992				2		1		0.11		0.98		1.09
991				2		2		0.11		0.98		1.09
990				2		3		0.11		0.98		1.09
989				2		4		0.11		0.98		1.09
988				2		1		0.11		1.09		1.2
987				2		2		0.11		1.09		1.2
986				2		3		0.11		1.09		1.2
985				2		4		0.11		1.09		1.2
984				2		1		0.11		1.2		1.31
983				2		2		0.11		1.2		1.31
982				2		3		0.11		1.2		1.31
981				2		4		0.11		1.2		1.31
980				2		1		0.11		1.31		1.42
979				2		2		0.11		1.31		1.42
978				2		3		0.11		1.31		1.42
977				2		4		0.11		1.31		1.42
976				2		1		0.11		1.42		1.53
975				2		2		0.11		1.42		1.53
974				2		3		0.11		1.42		1.53
973				2		4		0.11		1.42		1.53
972				2		1		0.11		1.53		1.64
971				2		2		0.11		1.53		1.64
970				2		3		0.11		1.53		1.64
969				2		4		0.11		1.53		1.64
968				2		1		0.11		1.64		1.75
967				2		2		0.11		1.64		1.75
966				2		3		0.11		1.64		1.75
965				2		4		0.11		1.64		1.75
964				2		1		0.11		1.75		1.86
963				2		2		0.11		1.75		1.86
962				2		3		0.11		1.75		1.86
961				2		4		0.11		1.75		1.86
960				2		1		0.11		1.86		1.97
959				2		2		0.11		1.86		1.97
958				2		3		0.11		1.86		1.97
957				2		4		0.11		1.86		1.97
956				2		1		0.11		1.97		2.08
955				2		2		0.11		1.97		2.08
954				2		3		0.11		1.97		2.08
953				2		4		0.11		1.97		2.08
952				2		1		0.11		2.08		2.19
951				2		2		0.11		2.08		2.19
950				2		3		0.11		2.08		2.19
949				2		4		0.11		2.08		2.19
948				2		1		0.11		2.19		2.3
947				2		2		0.11		2.19		2.3
946				2		3		0.11		2.19		2.3
945				2		4		0.11		2.19		2.3
944				2		1		0.11		2.3		2.41
943				2		2		0.11		2.3		2.41
942				2		3		0.11		2.3		2.41
941				2		4		0.11		2.3		2.41
940				2		1		0.11		2.41		2.52
939				2		2		0.11		2.41		2.52
938				2		3		0.11		2.41		2.52
937				2		4		0.11		2.41		2.52
936				2		1		0.11		2.52		2.63
935				2		2		0.11		2.52		2.63
934				2		3		0.11		2.52		2.63
933				2		4		0.11		2.52		2.63
932				2		1		0.11		2.63		2.74
931				2		2		0.11		2.63		2.74
930				2		3		0.11		2.63		2.74
929				2		4		0.11		2.63		2.74
928				2		1		0.11		2.74		2.85
927				2		2		0.11		2.74		2.85
926				2		3		0.11		2.74		2.85
925				2		4		0.11		2.74		2.85
924				2		1		0.11		2.85		2.96
923				2		2		0.11		2.85		2.96
922				2		3		0.11		2.85		2.96
921				2		4		0.11		2.85		2.96
920				2		1		0.11		2.96		3.07
919				2		2		0.11		2.96		3.07
918				2		3		0.11		2.96		3.07
917				2		4		0.11		2.96		3.07
916				2		1		0.11		3.07		3.18
915				2		2		0.11		3.07		3.18
914				2		3		0.11		3.07		3.18
913				2		4		0.11		3.07		3.18
912				2		1		0.11		3.18		3.29
911				2		2		0.11		3.18		3.29
910				2		3		0.11		3.18		3.29
909				2		4		0.11		3.18		3.29
908				2		1		0.11		3.29		3.4
907				2		2		0.11		3.29		3.4
906				2		3		0.11		3.29		3.4
905				2		4		0.11		3.29		3.4
904				2		1		0.11		3.4		3.51
903				2		2		0.11		3.4		3.51
902				2		3		0.11		3.4		3.51
901				2		4		0.11		3.4		3.51
900				2		1		0.11		3.51		3.62
899				2		2		0.11		3.51		3.62
898				2		3		0.11		3.51		3.62
897				2		4		0.11		3.51		3.62
896				2		1		0.11		3.62		3.73
895				2		2		0.11		3.62		3.73
894				2		3		0.11		3.62		3.73
893				2		4		0.11		3.62		3.73
892				2		1		0.11		3.73		3.84
891				2		2		0.11		3.73		3.84
890				2		3		0.11		3.73		3.84
889				2		4		0.11		3.73		3.84
888				2		1		0.11		3.84		3.95
887				2		2		0.11		3.84		3.95
886				2		3		0.11		3.84		3.95
885				2		4		0.11		3.84		3.95
884				2		1		0.11		3.95		4.06
883				2		2		0.11		3.95		4.06
882				2		3		0.11		3.95		4.06
881				2		4		0.11		3.95		4.06
880				2		1		0.11		4.06		4.17
879				2		2		0.11		4.06		4.17
878				2		3		0.11		4.06		4.17
877				2		4		0.11		4.06		4.17
876				2		1		0.11		4.17		4.28
875				2		2		0.11		4.17		4.28
874				2		3		0.11		4.17		4.28
873				2		4		0.11		4.17		4.28
872				2		1		0.11		4.28		4.39
871				2		2		0.11		4.28		4.39
870				2		3		0.11		4.28		4.39
869				2		4		0.11		4.28		4.39
868				2		1		0.11		4.39		4.5
867				2		2		0.11		4.39		4.5
866				2		3		0.11		4.39		4.5
865				2		4		0.11		4.39		4.5
864				2		1		0.11		4.5		4.61
863				2		2		0.11		4.5		4.61
862				2		3		0.11		4.5		4.61
861				2		4		0.11		4.5		4.61
860				2		1		0.11		4.61		4.72
859				2		2		0.11		4.61		4.72
858				2		3		0.11		4.61		4.72
857				2		4		0.11		4.61		4.72
856				2		1		0.11		4.72		4.83
855				2		2		0.11		4.72		4.83
854				2		3		0.11		4.72		4.83
853				2		4		0.11		4.72		4.83
852				2		1		0.11		4.83		4.94
851				2		2		0.11		4.83		4.94
850				2		3		0.11		4.83		4.94
849				2		4		0.11		4.83		4.94
848				2		1		0.11		4.94		5.05
847				2		2		0.11		4.94		5.05
846				2		3		0.11		4.94		5.05
845				2		4		0.11		4.94		5.05
844				2		1		0.11		5.05		5.16
843				2		2		0.11		5.05		5.16
842				2		3		0.11		5.05		5.16
841				2		4		0.11		5.05		5.16
840				2		1		0.11		5.16		5.27
839				2		2		0.11		5.16		5.27
838				2		3		0.11		5.16		5.27
837				2		4		0.11		5.16		5.27
836				2		1		0.11		5.27		5.38
835				2		2		0.11		5.27		5.38
834				2		3		0.11		5.27		5.38
833				2		4		0.11		5.27		5.38
832				2		1		0.11		5.38		5.49
831				2		2		0.11		5.38		5.49
830				2		3		0.11		5.38		5.49
829				2		4		0.11		5.38		5.49
828				2		1		0.11		5.49		5.6
827				2		2		0.11		5.49		5.6
826				2		3		0.11		5.49		5.6
825				2		4		0.11		5.49		5.6
824				2		1		0.11		5.6		5.71
823				2		2		0.11		5.6		5.71
822				2		3		0.11		5.6		5.71
821				2		4		0.11		5.6		5.71
820				2		1		0.11		5.71		5.82
819				2		2		0.11		5.71		5.82
818				2		3		0.11		5.71		5.82
817				2		4		0.11		5.71		5.82
816				2		1		0.11		5.82		5.93
815				2		2		0.11		5.82		5.93
814				2		3		0.11		5.82		5.93
813				2		4		0.11		5.82		5.93
812				2		1		0.11		5.93		6.04
811				2		2		0.11		5.93		6.04
810				2		3		0.11		5.93		6.04
809				2		4		0.11		5.93		6.04
808				2		1		0.11		6.04		6.15
807				2		2		0.11		6.04		6.15
806				2		3		0.11		6.04		6.15
805				2		4		0.11		6.04		6.15
804				2		1		0.11		6.15		6.26
803				2		2		0.11		6.15		6.26
802				2		3		0.11		6.15		6.26
801				2		4		0.11		6.15		6.26
800				2		1		0.11		6.26		6.37
799				2		2		0.11		6.26		6.37
798				2		3		0.11		6.26		6.37
797				2		4		0.11		6.26		6.37
796				2		1		0.11		6.37		6.48
795				2		2		0.11		6.37		6.48
794				2		3		0.11		6.37		6.48
793				2		4		0.11		6.37		6.48
792				2		1		0.11		6.48		6.59
791				2		2		0.11		6.48		6.59
790				2		3		0.11		6.48		6.59
789				2		4		0.11		6.48		6.59
788				2		1		0.11		6.59		6.7
787				2		2		0.11		6.59		6.7
786				2		3		0.11		6.59		6.7
785				2		4		0.11		6.59		6.7
784				2		1		0.11		6.7		6.81
783				2		2		0.11		6.7		6.81
782				2		3		0.11		6.7		6.81
781				2		4		0.11		6.7		6.81
780				2		1		0.11		6.81		6.92
779				2		2		0.11		6.81		6.92
778				2		3		0.11		6.81		6.92
777				2		4		0.11		6.81		6.92
776				2		1		0.11		6.92		7.03
775				2		2		0.11		6.92		7.03
774				2		3		0.11		6.92		7.03
773				2		4		0.11		6.92		7.03
772				2		1		0.11		7.03		7.14
771				2		2		0.11		7.03		7.14
770				2		3		0.11		7.03		7.14
769				2		4		0.11		7.03		7.14
768				2		1		0.11		7.14		7.25
767				2		2		0.11		7.14		7.25
766				2		3		0.11		7.14		7.25
765				2		4		0.11		7.14		7.25
764				2		1		0.11		7.25		7.36
763				2		2		0.11		7.25		7.36
762				2		3		0.11		7.25		7.36
761				2		4		0.11		7.25		7.36
760				2		1		0.11		7.36		7.47
759				2		2		0.11		7.36		7.47
758				2		3		0.11		7.36		7.47
757				2		4		0.11		7.36		7.47
756				2		1		0.11		7.47		7.58
755				2		2		0.11		7.47		7.58
754				2		3		0.11		7.47		7.58
753				2		4		0.11		7.47		7.58
752				2		1		0.11		7.58		7.69
751				2		2		0.11		7.58		7.69
750				2		3		0.11		7.58		7.69
749				2		4		0.11		7.58		7.69
748				2		1		0.11		7.69		7.8
747				2		2		0.11		7.69		7.8
746				2		3		0.11		7.69		7.8
745				2		4		0.11		7.69		7.8
744				2		1		0.11		7.8		7.91
743				2		2		0.11		7.8		7.91
742				2		3		0.11		7.8		7.91
741				2		4		0.11		7.8		7.91
740				2		1		0.11		7.91		8.02
739				2		2		0.11		7.91		8.02
738				2		3		0.11		7.91		8.02
737				2		4		0.11		7.91		8.02
736				2		1		0.11		8.02		8.13
735				2		2		0.11		8.02		8.13
734				2		3		0.11		8.02		8.13
733				2		4		0.11		8.02		8.13
732				2		1		0.11		8.13		8.24
731				2		2		0.11		8.13		8.24
730				2		3		0.11		8.13		8.24
729				2		4		0.11		8.13		8.24
728				2		1		0.11		8.24		8.35
727				2		2		0.11		8.24		8.35
726				2		3		0.11		8.24		8.35
725				2		4		0.11		8.24		8.35
724				2		1		0.11		8.35		8.46
723				2		2		0.11		8.35		8.46
722				2		3		0.11		8.35		8.46
721				2		4		0.11		8.35		8.46
720				2		1		0.11		8.46		8.57
719				2		2		0.11		8.46		8.57
718				2		3		0.11		8.46		8.57
717				2		4		0.11		8.46		8.57
716				2		1		0.11		8.57		8.68
715				2		2		0.11		8.57		8.68
714				2		3		0.11		8.57		8.68
713				2		4		0.11		8.57		8.68
712				2		1		0.11		8.68		8.79
711				2		2		0.11		8.68		8.79
710				2		3		0.11		8.68		8.79
709				2		4		0.11		8.68		8.79
708				2		1		0.11		8.79		8.9
707				2		2		0.11		8.79		8.9
706				2		3		0.11		8.79		8.9
705				2		4		0.11		8.79		8.9
704				2		1		0.11		8.9		9.01
703				2		2		0.11		8.9		9.01
702				2		3		0.11		8.9		9.01
701				2		4		0.11		8.9		9.01
700				2		1		0.11		9.01		9.12
699				2		2		0.11		9.01		9.12
698				2		3		0.11		9.01		9.12
697				2		4		0.11		9.01		9.12
696				2		1		0.11		9.12		9.23
695				2		2		0.11		9.12		9.23
694				2		3		0.11		9.12		9.23
693				2		4		0.11		9.12		9.23
692				2		1		0.11		9.23		9.34
691				2		2		0.11		9.23		9.34
690				2		3		0.11		9.23		9.34
689				2		4		0.11		9.23		9.34
688				2		1		0.11		9.34		9.45
687				2		2		0.11		9.34		9.45
686				2		3		0.11		9.34		9.45
685				2		4		0.11		9.34		9.45
684				2		1		0.11		9.45		9.56
683				2		2		0.11		9.45		9.56
682				2		3		0.11		9.45		9.56
681				2		4		0.11		9.45		9.56
680				2		1		0.11		9.56		9.67
679				2		2		0.11		9.56		9.67
678				2		3		0.11		9.56		9.67
